partner_id,partner_name,zone,vehicle_type,avg_rating,total_deliveries,status,experience_months,lat,lng
DP_04071,Amit Yadav,MG Road,ev_scooter,3.9,197,on_break,8,12.933375,77.530019
DP_04072,Arun Gowda,Malleshwaram,bike,3.9,1181,active,26,12.945886,77.547706
DP_04073,Mohan Kumar,Malleshwaram,bicycle,4.8,2632,active,48,12.99703,77.588706
DP_04074,Vikram Das,Whitefield,scooter,4.5,3522,active,10,13.021192,77.550647
DP_04075,Manoj Kumar,Bellandur,scooter,5.0,1296,on_break,33,12.908908,77.69236
DP_04076,Ravi Reddy,Indiranagar,bicycle,4.0,6378,on_break,34,13.001546,77.585715
DP_04077,Ganesh Patil,Whitefield,scooter,4.4,6914,active,31,12.990457,77.631608
DP_04078,Raj Das,BTM Layout,scooter,3.9,1653,inactive,34,12.966916,77.585914
DP_04079,Rahul Verma,Bommanahalli,ev_scooter,4.3,6529,active,23,12.976909,77.691918
DP_04080,Karthik Naik,Jayanagar,bike,4.9,3153,active,48,12.921308,77.566524
DP_04081,Raj Das,Sarjapur Road,scooter,4.2,4068,active,41,12.953986,77.522801
DP_04082,Karthik Kumar,Brigade Road,ev_scooter,4.9,2144,on_break,39,12.960581,77.633379
DP_04083,Naveen Yadav,Jayanagar,scooter,4.4,6912,inactive,47,12.95263,77.608237
DP_04084,Amit Reddy,Bellandur,ev_scooter,4.5,3604,active,6,13.034739,77.589905
DP_04085,Arun Patil,Bellandur,ev_scooter,4.9,5544,inactive,45,12.990263,77.515047
DP_04086,Deepak Kumar,HSR Layout,bicycle,4.5,3636,active,28,12.975207,77.657465
DP_04087,Rahul Sharma,MG Road,bike,4.0,5720,active,3,13.000295,77.531566
DP_04088,Amit Naik,Yelahanka,bike,3.6,1978,active,18,13.047588,77.638584
DP_04089,Rahul Naik,Sarjapur Road,bicycle,3.7,4445,active,39,12.916655,77.607304
DP_04090,Raj Naik,Hebbal,bike,3.8,4803,active,26,12.935733,77.572866
DP_04091,Amit Yadav,Sarjapur Road,ev_scooter,4.1,1720,active,23,12.97137,77.529485
DP_04092,Ganesh Verma,Rajajinagar,bicycle,3.6,3859,active,44,13.006037,77.668698
DP_04093,Ganesh Gowda,Bommanahalli,bike,3.5,5144,on_break,33,12.96431,77.679876
DP_04094,Amit Yadav,MG Road,bicycle,4.5,7666,active,18,12.992451,77.562092
DP_04095,Mohan Sharma,Bellandur,bicycle,4.6,4045,active,15,13.025452,77.690262
DP_04096,Rahul Naik,JP Nagar,bicycle,4.4,3259,active,4,12.973098,77.64432
DP_04097,Deepak Patil,MG Road,ev_scooter,3.7,1366,active,28,12.946121,77.68149
DP_04098,Raj Gowda,HSR Layout,scooter,3.9,329,active,32,12.901666,77.592043
DP_04099,Mohan Kumar,Malleshwaram,ev_scooter,4.8,6644,on_break,40,12.970556,77.678571
DP_04100,Mohan Das,Hebbal,scooter,4.8,5717,active,21,12.916241,77.571669
DP_04101,Manoj Das,Basavanagudi,bike,3.7,3612,active,5,12.923242,77.691315
DP_04102,Arun Gowda,Indiranagar,bike,3.6,3347,active,40,13.002612,77.690185
DP_04103,Karthik Gowda,Malleshwaram,scooter,4.8,7371,active,10,13.029995,77.551228
DP_04104,Manoj Gowda,Malleshwaram,scooter,3.8,1091,active,48,13.045887,77.697122
DP_04105,Vikram Singh,Banashankari,scooter,4.4,6387,active,24,12.998393,77.681987
DP_04106,Deepak Das,Rajajinagar,scooter,3.8,474,active,6,12.947525,77.61676
DP_04107,Naveen Kumar,MG Road,ev_scooter,3.5,6095,active,28,12.989661,77.641676
DP_04108,Sanjay Naik,Koramangala,scooter,4.1,967,active,5,13.021174,77.603779
DP_04109,Vikram Kumar,Sarjapur Road,bike,3.6,6828,active,2,13.003025,77.615581
DP_04110,Rahul Verma,Brigade Road,scooter,3.6,2622,active,29,13.033375,77.66107
DP_04111,Deepak Das,MG Road,ev_scooter,3.7,4770,on_break,16,12.901117,77.628351
DP_04112,Vikram Kumar,Basavanagudi,bicycle,3.7,4166,active,21,12.957499,77.510437
DP_04113,Mohan Singh,Jayanagar,bike,3.7,3395,active,45,13.009434,77.570777
DP_04114,Deepak Naik,Bommanahalli,bicycle,3.9,7715,active,36,13.045991,77.554468
DP_04115,Deepak Sharma,Koramangala,ev_scooter,4.0,2571,active,40,13.015615,77.680894
DP_04116,Ganesh Gowda,Indiranagar,bicycle,4.3,2557,active,3,12.950438,77.576113
DP_04117,Ravi Kumar,BTM Layout,bicycle,4.1,105,active,20,12.940832,77.578267
DP_04118,Pradeep Kumar,Whitefield,bike,3.7,7337,on_break,44,13.016796,77.544234
DP_04119,Ravi Naik,JP Nagar,ev_scooter,4.4,7093,active,4,13.026966,77.665995
DP_04120,Pradeep Das,Koramangala,bike,4.8,7034,active,24,13.004435,77.58564
DP_04121,Karthik Das,Sarjapur Road,scooter,4.7,3951,active,16,12.987546,77.685349
DP_04122,Arun Yadav,Banashankari,scooter,4.2,7228,active,38,12.90625,77.538139
DP_04123,Suresh Das,Electronic City,ev_scooter,4.7,199,active,2,12.920713,77.584517
DP_04124,Arun Singh,Yelahanka,bicycle,3.8,5584,active,11,12.912099,77.514854
DP_04125,Ravi Reddy,MG Road,ev_scooter,4.5,6291,active,16,12.972744,77.538429
DP_04126,Suresh Sharma,Basavanagudi,scooter,3.5,7473,on_break,16,12.914661,77.552635
DP_04127,Rahul Patil,Marathahalli,bike,3.8,3211,active,13,13.010671,77.536134
DP_04128,Vikram Reddy,Bellandur,bicycle,4.1,3354,on_break,36,12.958903,77.652082
DP_04129,Mohan Gowda,Indiranagar,bike,3.5,5911,active,36,12.986365,77.569935
DP_04130,Karthik Singh,Jayanagar,bicycle,4.2,3101,on_break,4,13.03693,77.670648
DP_04131,Rahul Verma,Yelahanka,bicycle,4.2,922,active,4,13.044207,77.590819
DP_04132,Deepak Singh,Yelahanka,bicycle,4.8,4306,on_break,8,12.952133,77.651539
DP_04133,Vikram Yadav,Whitefield,ev_scooter,4.1,7329,active,39,12.951169,77.522104
DP_04134,Ravi Kumar,HSR Layout,ev_scooter,4.9,3449,on_break,26,12.958633,77.607266
DP_04135,Vikram Gowda,Malleshwaram,bicycle,3.9,7207,active,26,12.932975,77.686232
DP_04136,Manoj Naik,Sarjapur Road,bicycle,4.4,7336,active,39,12.906832,77.632541
DP_04137,Vikram Reddy,Yelahanka,scooter,4.8,4646,active,28,12.927151,77.57624
DP_04138,Karthik Yadav,Yelahanka,bike,4.3,3261,active,25,13.032974,77.609733
DP_04139,Manoj Sharma,BTM Layout,bicycle,4.3,539,active,14,12.930115,77.631652
DP_04140,Ganesh Sharma,HSR Layout,bike,4.5,1663,active,8,13.022285,77.689248
DP_04141,Amit Patil,Koramangala,bicycle,4.2,2483,active,37,13.018308,77.589123
DP_04142,Rahul Das,Marathahalli,bike,4.2,3165,active,45,13.045806,77.581463
DP_04143,Naveen Reddy,Marathahalli,bicycle,4.3,2844,active,34,13.048374,77.6866
DP_04144,Ganesh Sharma,Yelahanka,bike,3.8,5826,inactive,45,13.002222,77.599116
DP_04145,Karthik Patil,Koramangala,bicycle,4.2,276,on_break,13,12.991512,77.530296
DP_04146,Suresh Patil,Hebbal,bicycle,4.1,3648,active,37,13.021502,77.511114
DP_04147,Karthik Sharma,Whitefield,bicycle,3.9,2743,active,33,12.905637,77.563251
DP_04148,Pradeep Singh,JP Nagar,scooter,3.9,3073,on_break,33,13.043728,77.547379
DP_04149,Vikram Kumar,Basavanagudi,bike,4.9,6971,inactive,43,12.967713,77.67815
DP_04150,Vikram Das,Rajajinagar,bike,4.0,2715,active,16,12.973838,77.692072
DP_04151,Ravi Singh,Marathahalli,bicycle,4.1,833,active,44,12.916376,77.636976
DP_04152,Suresh Gowda,Banashankari,ev_scooter,3.8,3942,active,34,12.940519,77.644767
DP_04153,Rahul Yadav,HSR Layout,bike,4.4,4201,active,40,12.900865,77.522255
DP_04154,Arun Singh,Malleshwaram,bicycle,4.9,882,active,23,12.914796,77.616484
DP_04155,Pradeep Verma,Malleshwaram,scooter,4.3,7074,active,36,12.905442,77.674411
DP_04156,Deepak Naik,Marathahalli,ev_scooter,4.6,6971,on_break,4,12.980265,77.548249
DP_04157,Karthik Singh,Bommanahalli,ev_scooter,4.7,2597,active,30,13.007028,77.695807
DP_04158,Sanjay Das,Koramangala,bike,4.2,193,inactive,47,13.040556,77.555095
DP_04159,Ravi Sharma,JP Nagar,bike,4.5,3143,active,17,12.953643,77.644745
DP_04160,Deepak Kumar,Brigade Road,bike,4.8,3977,active,4,12.904279,77.598596
DP_04161,Rahul Reddy,Rajajinagar,ev_scooter,3.8,1743,inactive,15,13.024909,77.622622
DP_04162,Ravi Yadav,JP Nagar,scooter,3.7,5366,active,3,12.949793,77.509615
DP_04163,Rahul Gowda,Bellandur,scooter,4.0,1203,active,43,13.036631,77.552035
DP_04164,Ravi Gowda,Jayanagar,scooter,4.9,4664,active,13,13.01533,77.668694
DP_04165,Rahul Gowda,Whitefield,ev_scooter,3.9,3497,active,25,13.023595,77.643003
DP_04166,Karthik Das,Brigade Road,ev_scooter,3.7,2141,on_break,45,12.947138,77.551673
DP_04167,Suresh Naik,BTM Layout,bicycle,3.6,614,active,6,13.005181,77.586842
DP_04168,Vikram Kumar,Hebbal,scooter,4.5,7621,active,12,12.964203,77.50843
DP_04169,Karthik Das,Electronic City,scooter,3.8,4315,active,24,13.027641,77.621843
DP_04170,Rahul Verma,Brigade Road,bicycle,4.9,2512,active,36,12.984785,77.531122
DP_04171,Ganesh Patil,HSR Layout,bicycle,4.8,2688,active,18,12.993401,77.591684
DP_04172,Pradeep Gowda,Rajajinagar,bike,3.7,6980,inactive,33,13.000979,77.623585
DP_04173,Manoj Sharma,JP Nagar,scooter,4.1,3391,active,30,12.908734,77.516057
DP_04174,Suresh Reddy,Koramangala,scooter,4.4,2060,active,45,13.044844,77.598603
DP_04175,Ganesh Yadav,Jayanagar,scooter,3.6,2403,inactive,14,13.023679,77.567159
DP_04176,Raj Patil,JP Nagar,bicycle,4.3,4362,inactive,15,12.992765,77.677114
DP_04177,Karthik Reddy,Jayanagar,bicycle,3.7,7157,active,3,12.993489,77.538459
DP_04178,Mohan Sharma,JP Nagar,bicycle,3.8,574,active,32,12.929354,77.696999
DP_04179,Manoj Kumar,Rajajinagar,ev_scooter,4.9,5979,active,37,13.021378,77.646973
DP_04180,Mohan Yadav,Electronic City,ev_scooter,3.7,2982,active,21,12.962283,77.52108
DP_04181,Ravi Singh,Basavanagudi,bike,4.7,6761,active,12,13.033523,77.643148
DP_04182,Deepak Gowda,Jayanagar,bicycle,3.7,840,on_break,27,12.989447,77.544892
DP_04183,Amit Verma,Jayanagar,bicycle,4.9,858,active,9,13.040322,77.581857
DP_04184,Ganesh Reddy,BTM Layout,ev_scooter,4.6,6165,active,19,12.939612,77.540582
DP_04185,Suresh Gowda,Sarjapur Road,bike,3.9,1071,on_break,26,12.973275,77.672374
DP_04186,Karthik Verma,Sarjapur Road,bike,4.6,7914,active,8,12.99583,77.652311
DP_04187,Rahul Reddy,Whitefield,ev_scooter,4.3,1575,active,12,13.00594,77.578649
DP_04188,Pradeep Yadav,JP Nagar,ev_scooter,4.4,382,active,46,12.958034,77.64722
DP_04189,Suresh Kumar,Jayanagar,bicycle,4.2,4699,active,12,12.930038,77.609639
DP_04190,Vikram Gowda,Malleshwaram,bicycle,3.7,7971,on_break,36,13.009437,77.587408
DP_04191,Ganesh Naik,Marathahalli,bike,4.8,7249,active,28,12.942627,77.697489
DP_04192,Rahul Kumar,MG Road,ev_scooter,4.3,691,active,24,12.901868,77.639173
DP_04193,Arun Das,Hebbal,ev_scooter,4.4,5020,active,43,12.978691,77.521647
DP_04194,Ganesh Singh,MG Road,bicycle,4.3,6751,on_break,30,12.940931,77.523542
DP_04195,Ganesh Singh,BTM Layout,bike,3.6,2418,active,22,12.916962,77.669617
DP_04196,Karthik Naik,JP Nagar,scooter,4.8,7597,active,22,12.930655,77.533164
DP_04197,Ravi Reddy,Sarjapur Road,ev_scooter,4.1,3609,active,35,12.955347,77.607867
DP_04198,Rahul Singh,Yelahanka,bike,4.1,7535,active,46,13.000687,77.58102
DP_04199,Vikram Das,HSR Layout,bicycle,4.8,1743,inactive,26,13.010109,77.636882
DP_04200,Mohan Sharma,Banashankari,bike,3.5,2947,active,5,12.999452,77.686449
DP_04201,Ganesh Reddy,Indiranagar,ev_scooter,4.0,3444,active,41,12.981869,77.615643
DP_04202,Karthik Naik,JP Nagar,ev_scooter,4.4,2767,on_break,20,12.930572,77.680324
DP_04203,Suresh Yadav,Jayanagar,bicycle,4.7,1418,inactive,11,12.951842,77.673964
DP_04204,Manoj Kumar,Basavanagudi,ev_scooter,3.7,7987,inactive,40,13.034307,77.521497
DP_04205,Ganesh Yadav,Indiranagar,bike,4.5,7199,on_break,47,13.009241,77.623765
DP_04206,Pradeep Singh,Whitefield,bicycle,4.6,2440,active,4,12.983753,77.502853
DP_04207,Mohan Sharma,HSR Layout,bicycle,4.2,2284,inactive,39,13.003207,77.681775
DP_04208,Vikram Singh,Hebbal,scooter,3.8,3424,active,9,12.94804,77.553388
DP_04209,Mohan Das,BTM Layout,scooter,3.9,1785,active,47,12.959676,77.66945
DP_04210,Vikram Kumar,Electronic City,bike,4.2,5848,active,9,12.955112,77.547458
DP_04211,Mohan Naik,MG Road,bicycle,4.6,1571,active,28,12.975467,77.535386
DP_04212,Suresh Verma,MG Road,bike,3.7,2562,inactive,25,12.95847,77.687149
DP_04213,Raj Verma,Marathahalli,bike,4.4,4049,active,1,12.991197,77.668413
DP_04214,Mohan Kumar,MG Road,ev_scooter,4.5,2982,on_break,7,13.024653,77.637258
DP_04215,Suresh Singh,Brigade Road,ev_scooter,4.0,1796,active,29,12.908231,77.634142
DP_04216,Naveen Sharma,Malleshwaram,scooter,4.2,3932,active,25,12.907715,77.679624
DP_04217,Arun Patil,BTM Layout,bicycle,4.3,1525,inactive,13,12.970078,77.598469
DP_04218,Ganesh Singh,Indiranagar,bicycle,3.8,1910,active,13,13.038744,77.537272
DP_04219,Deepak Naik,Rajajinagar,bicycle,4.2,2109,on_break,5,12.928627,77.681248
DP_04220,Naveen Singh,HSR Layout,bicycle,3.6,3446,active,40,12.943602,77.607877
DP_04221,Amit Reddy,Banashankari,ev_scooter,4.5,1667,active,20,13.032498,77.503524
DP_04222,Ravi Sharma,Brigade Road,bicycle,4.5,1012,active,23,13.023144,77.628119
DP_04223,Sanjay Naik,Jayanagar,ev_scooter,4.2,1747,active,27,13.03225,77.641169
DP_04224,Suresh Yadav,JP Nagar,bicycle,3.8,4269,inactive,9,12.931882,77.676271
DP_04225,Sanjay Yadav,Jayanagar,bicycle,4.6,6799,inactive,29,13.014337,77.613625
DP_04226,Deepak Naik,Yelahanka,bicycle,5.0,3786,active,16,13.049778,77.544241
DP_04227,Suresh Das,Marathahalli,ev_scooter,3.5,5648,active,1,13.04319,77.557685
DP_04228,Rahul Singh,Electronic City,bicycle,3.9,1324,active,30,12.975455,77.501669
DP_04229,Naveen Gowda,Bellandur,bike,3.7,1662,active,41,12.90314,77.537914
DP_04230,Deepak Singh,Yelahanka,bicycle,3.7,185,active,9,12.957063,77.621041
DP_04231,Rahul Naik,Rajajinagar,bicycle,3.8,7689,active,5,12.928125,77.674746
DP_04232,Ganesh Gowda,Yelahanka,bicycle,3.8,4034,active,42,13.041658,77.596212
DP_04233,Arun Yadav,Hebbal,ev_scooter,4.2,7058,on_break,25,12.989379,77.581668
DP_04234,Ravi Singh,Jayanagar,scooter,3.8,1136,active,36,13.010497,77.688799
DP_04235,Amit Singh,Basavanagudi,ev_scooter,3.5,5300,on_break,43,13.029144,77.524125
DP_04236,Manoj Singh,MG Road,bicycle,4.8,2369,active,35,12.952775,77.561639
DP_04237,Pradeep Naik,Bellandur,bike,5.0,6104,active,14,12.981708,77.616632
DP_04238,Mohan Reddy,JP Nagar,ev_scooter,3.5,3480,active,12,13.026102,77.694138
DP_04239,Deepak Gowda,Bellandur,ev_scooter,3.6,6428,active,1,12.984841,77.576073
DP_04240,Ganesh Gowda,HSR Layout,scooter,4.4,1606,active,22,13.042978,77.590359
DP_04241,Ravi Verma,Brigade Road,bicycle,4.7,404,active,1,12.928685,77.662791
DP_04242,Vikram Patil,BTM Layout,bike,3.6,453,active,14,12.903677,77.668596
DP_04243,Naveen Sharma,Electronic City,bicycle,4.5,6869,active,7,13.004135,77.527859
DP_04244,Ravi Patil,Electronic City,scooter,3.7,424,inactive,16,12.955754,77.61069
DP_04245,Rahul Das,BTM Layout,bicycle,3.6,5774,active,16,12.993971,77.698376
DP_04246,Arun Patil,MG Road,scooter,4.3,5468,active,11,12.965851,77.698253
DP_04247,Arun Verma,Rajajinagar,scooter,3.9,112,active,46,12.943957,77.526047
DP_04248,Raj Naik,Rajajinagar,bicycle,3.7,2144,active,33,12.95652,77.591902
DP_04249,Ravi Naik,Jayanagar,scooter,4.7,3180,active,20,13.001391,77.69472
DP_04250,Ganesh Yadav,Basavanagudi,bike,4.4,5809,active,4,12.925976,77.618034
DP_04251,Suresh Sharma,HSR Layout,bike,4.6,4291,active,42,12.932768,77.523928
DP_04252,Naveen Singh,Banashankari,bike,4.6,668,inactive,41,12.965702,77.582042
DP_04253,Ravi Gowda,Jayanagar,bike,5.0,6218,on_break,37,13.043922,77.510559
DP_04254,Vikram Sharma,Banashankari,scooter,4.2,6814,on_break,11,12.985557,77.677367
DP_04255,Amit Verma,Koramangala,bicycle,5.0,5373,active,8,13.019428,77.581872
DP_04256,Deepak Sharma,Rajajinagar,ev_scooter,4.7,2286,on_break,34,13.011147,77.653339
DP_04257,Naveen Naik,Whitefield,scooter,3.7,4194,active,32,12.902092,77.680043
DP_04258,Arun Yadav,JP Nagar,bike,3.6,3948,active,11,12.926282,77.670605
DP_04259,Deepak Yadav,JP Nagar,bike,4.6,1103,active,35,12.93155,77.569985
DP_04260,Rahul Gowda,Hebbal,ev_scooter,4.3,6595,active,19,13.018106,77.555608
DP_04261,Manoj Verma,Hebbal,bicycle,4.7,921,on_break,11,13.002694,77.623954
DP_04262,Raj Kumar,Whitefield,scooter,4.7,5365,active,22,12.978212,77.671821
DP_04263,Ganesh Singh,JP Nagar,bike,4.3,4356,active,8,13.023996,77.510636
DP_04264,Manoj Kumar,Banashankari,scooter,3.8,6157,active,22,12.995077,77.618409
DP_04265,Karthik Reddy,Rajajinagar,bike,3.6,2267,on_break,35,12.917053,77.528116
DP_04266,Pradeep Naik,BTM Layout,scooter,4.7,3319,active,25,12.959282,77.528572
DP_04267,Manoj Verma,Whitefield,scooter,4.2,7390,active,36,12.941198,77.593707
DP_04268,Suresh Verma,Bellandur,bike,4.8,1678,on_break,35,12.934432,77.599729
DP_04269,Mohan Kumar,Bellandur,bicycle,5.0,153,active,48,13.007487,77.594864
DP_04270,Ganesh Verma,Koramangala,bike,3.8,4286,active,7,12.932336,77.640861
DP_04271,Sanjay Verma,Banashankari,scooter,4.0,7307,on_break,48,12.945134,77.546813
DP_04272,Raj Yadav,Yelahanka,bicycle,4.1,3854,active,38,12.944501,77.659281
DP_04273,Manoj Sharma,MG Road,bicycle,4.4,6901,inactive,2,13.039468,77.618149
DP_04274,Karthik Das,Hebbal,scooter,3.9,2996,active,17,12.915599,77.572806
DP_04275,Rahul Kumar,HSR Layout,scooter,3.5,6407,active,25,12.91058,77.500831
DP_04276,Manoj Naik,Whitefield,bicycle,4.8,2596,inactive,35,13.00116,77.527097
DP_04277,Naveen Das,Koramangala,ev_scooter,3.7,2585,inactive,5,12.976783,77.606911
DP_04278,Manoj Das,MG Road,scooter,3.8,2350,active,17,12.908363,77.573977
DP_04279,Sanjay Yadav,Electronic City,ev_scooter,4.6,1451,active,15,13.017078,77.581985
DP_04280,Ganesh Naik,Jayanagar,scooter,3.5,4825,active,1,13.04255,77.693711
DP_04281,Ganesh Yadav,MG Road,bike,4.2,5791,active,13,12.910241,77.624814
DP_04282,Arun Kumar,HSR Layout,ev_scooter,4.1,6798,active,25,12.936418,77.587575
DP_04283,Mohan Verma,Whitefield,bicycle,4.7,4768,active,23,12.97704,77.550038
DP_04284,Raj Yadav,Indiranagar,ev_scooter,3.6,7131,on_break,45,12.96849,77.665392
DP_04285,Sanjay Naik,Marathahalli,bicycle,4.1,2888,active,45,12.941739,77.636118
DP_04286,Manoj Naik,JP Nagar,ev_scooter,4.2,2795,active,8,13.045671,77.664436
DP_04287,Ravi Patil,Electronic City,bike,3.7,5692,active,45,12.95064,77.605293
DP_04288,Rahul Gowda,MG Road,ev_scooter,4.2,4880,on_break,27,12.927363,77.644288
DP_04289,Amit Gowda,JP Nagar,ev_scooter,4.1,2912,active,46,13.037349,77.697543
DP_04290,Rahul Gowda,BTM Layout,bicycle,4.3,6935,active,5,12.975597,77.634459
DP_04291,Mohan Sharma,Bommanahalli,bike,4.7,1722,active,10,12.924158,77.620583
DP_04292,Karthik Gowda,Sarjapur Road,scooter,3.7,7159,active,45,12.900502,77.642393
DP_04293,Naveen Das,BTM Layout,scooter,3.5,162,active,4,12.937092,77.686461
DP_04294,Pradeep Verma,Hebbal,bicycle,4.8,7585,on_break,37,12.999209,77.503179
DP_04295,Ravi Gowda,Banashankari,ev_scooter,4.0,53,active,23,12.967516,77.597689
DP_04296,Ravi Das,Brigade Road,bicycle,4.4,1221,active,30,13.010318,77.612726
DP_04297,Manoj Sharma,Yelahanka,ev_scooter,4.4,607,inactive,37,13.036559,77.603267
DP_04298,Raj Verma,Jayanagar,ev_scooter,4.8,4396,inactive,13,12.957059,77.581714
DP_04299,Suresh Naik,Hebbal,scooter,4.1,3696,active,31,13.03282,77.591083
DP_04300,Pradeep Reddy,Bellandur,ev_scooter,4.6,5629,active,20,13.040005,77.657718
DP_04301,Deepak Singh,Rajajinagar,bicycle,4.8,5844,active,40,12.969321,77.607974
DP_04302,Ganesh Yadav,HSR Layout,bike,4.5,2162,active,11,13.019239,77.650449
DP_04303,Ravi Gowda,Sarjapur Road,bike,4.7,6641,on_break,22,13.039803,77.508188
DP_04304,Amit Yadav,Hebbal,bicycle,4.8,4426,active,48,13.04287,77.673782
DP_04305,Karthik Naik,Basavanagudi,ev_scooter,4.3,4897,inactive,2,12.915213,77.677429
DP_04306,Naveen Das,Whitefield,scooter,4.3,559,active,18,13.025687,77.516139
DP_04307,Ravi Singh,Marathahalli,scooter,3.9,5157,on_break,35,13.028769,77.542359
DP_04308,Karthik Singh,Marathahalli,bicycle,3.5,3248,active,31,12.979942,77.637466
DP_04309,Raj Gowda,Jayanagar,ev_scooter,4.9,1565,active,43,12.924384,77.683137
DP_04310,Ravi Verma,BTM Layout,bike,3.9,2659,inactive,20,12.959515,77.600002
DP_04311,Raj Reddy,BTM Layout,bike,5.0,7763,on_break,39,12.948282,77.691663
DP_04312,Karthik Naik,Rajajinagar,bike,4.2,6621,inactive,13,12.908586,77.680523
DP_04313,Naveen Kumar,MG Road,bike,4.5,5957,active,42,13.039146,77.626636
DP_04314,Sanjay Yadav,Bommanahalli,ev_scooter,4.2,608,active,39,12.98614,77.52362
DP_04315,Rahul Gowda,Indiranagar,ev_scooter,4.6,1385,active,45,12.959675,77.513792
DP_04316,Ravi Reddy,Brigade Road,bike,4.0,6260,on_break,38,13.046091,77.568686
DP_04317,Ravi Kumar,Koramangala,bicycle,3.9,653,active,25,13.001988,77.508253
DP_04318,Mohan Patil,Malleshwaram,scooter,4.2,3603,active,12,12.903261,77.522723
DP_04319,Karthik Das,JP Nagar,scooter,4.7,4648,active,45,12.903283,77.538777
DP_04320,Suresh Sharma,Koramangala,ev_scooter,4.6,5804,inactive,43,12.968459,77.500962
DP_04321,Amit Yadav,Jayanagar,scooter,4.7,1203,active,30,13.033675,77.596326
DP_04322,Manoj Patil,Malleshwaram,ev_scooter,4.4,2269,on_break,25,13.029804,77.565037
DP_04323,Vikram Singh,Marathahalli,bicycle,4.3,1329,active,36,12.990648,77.69451
DP_04324,Naveen Patil,Indiranagar,ev_scooter,4.0,7162,active,19,12.965582,77.568903
DP_04325,Ganesh Patil,JP Nagar,bicycle,4.1,2501,active,45,12.987266,77.555408
DP_04326,Deepak Sharma,Bellandur,bicycle,4.1,5632,active,42,12.992538,77.611899
DP_04327,Suresh Naik,Malleshwaram,bicycle,3.7,5514,active,14,12.948936,77.517297
DP_04328,Arun Verma,Bellandur,ev_scooter,3.9,5186,active,19,12.983968,77.595689
DP_04329,Arun Yadav,Sarjapur Road,ev_scooter,4.9,6419,active,29,12.99884,77.51547
DP_04330,Rahul Singh,Koramangala,ev_scooter,4.8,7866,on_break,32,12.972968,77.613705
DP_04331,Ravi Naik,Hebbal,ev_scooter,4.2,5903,inactive,47,13.037902,77.690327
DP_04332,Ganesh Kumar,JP Nagar,bicycle,4.2,7979,active,12,12.921636,77.513935
DP_04333,Vikram Naik,Jayanagar,bicycle,3.6,5958,active,21,13.015785,77.569228
DP_04334,Amit Singh,HSR Layout,bicycle,4.8,5593,on_break,46,12.97819,77.625725
DP_04335,Ganesh Patil,Bommanahalli,bike,4.3,6856,inactive,43,12.976351,77.562985
DP_04336,Naveen Yadav,Whitefield,ev_scooter,4.8,6667,active,7,12.974122,77.659973
DP_04337,Deepak Sharma,Malleshwaram,ev_scooter,4.2,926,on_break,45,12.950216,77.638401
DP_04338,Amit Naik,Marathahalli,bicycle,3.6,1145,active,25,13.043521,77.574811
DP_04339,Mohan Das,Electronic City,bicycle,4.6,4647,active,13,13.037938,77.522949
DP_04340,Rahul Reddy,Basavanagudi,bike,4.9,1523,active,30,13.00749,77.516508
DP_04341,Karthik Kumar,HSR Layout,bike,3.7,6167,active,34,12.907724,77.643963
DP_04342,Vikram Patil,Basavanagudi,bicycle,4.7,2776,active,44,12.972883,77.558023
DP_04343,Amit Verma,Jayanagar,scooter,3.8,5017,active,9,13.049138,77.641226
DP_04344,Karthik Sharma,HSR Layout,ev_scooter,4.1,6700,inactive,17,12.993552,77.549793
DP_04345,Karthik Kumar,MG Road,bicycle,4.1,4276,on_break,32,12.930947,77.615526
DP_04346,Naveen Gowda,Bellandur,bicycle,4.6,3547,active,7,13.035107,77.537912
DP_04347,Ganesh Reddy,Indiranagar,bicycle,4.9,3264,on_break,34,12.941492,77.612793
DP_04348,Mohan Kumar,Brigade Road,bike,4.1,7668,on_break,37,12.944537,77.604892
DP_04349,Sanjay Naik,Indiranagar,scooter,4.9,3537,active,47,13.047716,77.600407
DP_04350,Naveen Das,Basavanagudi,ev_scooter,3.8,2242,active,20,12.958326,77.691769
DP_04351,Suresh Reddy,BTM Layout,bicycle,4.7,5680,on_break,38,13.042027,77.591706
DP_04352,Rahul Das,MG Road,bike,4.4,804,active,10,12.920758,77.536334
DP_04353,Pradeep Singh,HSR Layout,scooter,4.5,4209,active,14,12.957492,77.555778
DP_04354,Vikram Singh,JP Nagar,ev_scooter,4.5,1403,on_break,32,12.901178,77.65328
DP_04355,Arun Patil,Bellandur,bicycle,3.6,491,inactive,14,12.926386,77.692796
DP_04356,Ravi Patil,Hebbal,scooter,3.9,7196,active,48,12.94304,77.532153
DP_04357,Vikram Verma,Bellandur,bicycle,4.1,5258,active,4,13.022556,77.697843
DP_04358,Rahul Sharma,Electronic City,bicycle,4.7,2038,active,28,13.043783,77.596221
DP_04359,Mohan Gowda,Indiranagar,bicycle,4.3,682,active,48,12.941643,77.568255
DP_04360,Manoj Verma,Brigade Road,scooter,3.7,1737,active,9,13.002053,77.675852
DP_04361,Pradeep Gowda,Electronic City,scooter,4.6,1429,active,2,12.971578,77.523897
DP_04362,Amit Gowda,Whitefield,ev_scooter,3.5,3429,active,4,12.96859,77.666323
DP_04363,Sanjay Yadav,Marathahalli,bicycle,4.8,6752,active,48,13.023858,77.593779
